threshold,accuracy,recall,precision,f1,auc_roc,auc_pr,brier,model
0.38,0.8313679245283019,0.10077519379844961,0.325,0.15384615384615385,0.6973833166219232,0.2898857169836835,0.16863207547169812,LogReg_A2
0.39,0.8325471698113207,0.10077519379844961,0.3333333333333333,0.15476190476190477,0.6973833166219232,0.2898857169836835,0.16745283018867924,LogReg_A2
0.4,0.8325471698113207,0.09302325581395349,0.32432432432432434,0.14457831325301204,0.6973833166219232,0.2898857169836835,0.16745283018867924,LogReg_A2
0.41,0.8349056603773585,0.09302325581395349,0.34285714285714286,0.14634146341463414,0.6973833166219232,0.2898857169836835,0.1650943396226415,LogReg_A2
0.42,0.8360849056603774,0.09302325581395349,0.35294117647058826,0.147239263803681,0.6973833166219232,0.2898857169836835,0.16391509433962265,LogReg_A2
0.43,0.8360849056603774,0.09302325581395349,0.35294117647058826,0.147239263803681,0.6973833166219232,0.2898857169836835,0.16391509433962265,LogReg_A2
0.44,0.8360849056603774,0.08527131782945736,0.34375,0.13664596273291926,0.6973833166219232,0.2898857169836835,0.16391509433962265,LogReg_A2
0.45,0.8384433962264151,0.08527131782945736,0.36666666666666664,0.13836477987421383,0.6973833166219232,0.2898857169836835,0.1615566037735849,LogReg_A2
0.46,0.8408018867924528,0.07751937984496124,0.38461538461538464,0.12903225806451613,0.6973833166219232,0.2898857169836835,0.15919811320754718,LogReg_A2
0.47,0.8419811320754716,0.07751937984496124,0.4,0.12987012987012986,0.6973833166219232,0.2898857169836835,0.1580188679245283,LogReg_A2
0.48,0.8431603773584906,0.07751937984496124,0.4166666666666667,0.13071895424836602,0.6973833166219232,0.2898857169836835,0.15683962264150944,LogReg_A2
0.49,0.8443396226415094,0.06976744186046512,0.42857142857142855,0.12,0.6973833166219232,0.2898857169836835,0.15566037735849056,LogReg_A2
0.5,0.847877358490566,0.06976744186046512,0.5,0.12244897959183673,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.51,0.847877358490566,0.06976744186046512,0.5,0.12244897959183673,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.52,0.8490566037735849,0.06976744186046512,0.5294117647058824,0.1232876712328767,0.6973833166219232,0.2898857169836835,0.1509433962264151,LogReg_A2
0.53,0.8514150943396226,0.06976744186046512,0.6,0.125,0.6973833166219232,0.2898857169836835,0.14858490566037735,LogReg_A2
0.54,0.8502358490566038,0.06201550387596899,0.5714285714285714,0.11188811188811189,0.6973833166219232,0.2898857169836835,0.14976415094339623,LogReg_A2
0.55,0.8490566037735849,0.046511627906976744,0.5454545454545454,0.08571428571428572,0.6973833166219232,0.2898857169836835,0.1509433962264151,LogReg_A2
0.56,0.8502358490566038,0.046511627906976744,0.6,0.08633093525179857,0.6973833166219232,0.2898857169836835,0.14976415094339623,LogReg_A2
0.5700000000000001,0.8502358490566038,0.046511627906976744,0.6,0.08633093525179857,0.6973833166219232,0.2898857169836835,0.14976415094339623,LogReg_A2
0.5800000000000001,0.8490566037735849,0.03875968992248062,0.5555555555555556,0.07246376811594203,0.6973833166219232,0.2898857169836835,0.1509433962264151,LogReg_A2
0.5900000000000001,0.847877358490566,0.031007751937984496,0.5,0.058394160583941604,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.6000000000000001,0.8502358490566038,0.031007751937984496,0.6666666666666666,0.05925925925925926,0.6973833166219232,0.2898857169836835,0.14976415094339623,LogReg_A2
0.6100000000000001,0.8514150943396226,0.031007751937984496,0.8,0.05970149253731343,0.6973833166219232,0.2898857169836835,0.14858490566037735,LogReg_A2
0.6200000000000001,0.8514150943396226,0.031007751937984496,0.8,0.05970149253731343,0.6973833166219232,0.2898857169836835,0.14858490566037735,LogReg_A2
0.63,0.8502358490566038,0.023255813953488372,0.75,0.045112781954887216,0.6973833166219232,0.2898857169836835,0.14976415094339623,LogReg_A2
0.64,0.8502358490566038,0.023255813953488372,0.75,0.045112781954887216,0.6973833166219232,0.2898857169836835,0.14976415094339623,LogReg_A2
0.65,0.8490566037735849,0.015503875968992248,0.6666666666666666,0.030303030303030304,0.6973833166219232,0.2898857169836835,0.1509433962264151,LogReg_A2
0.66,0.8490566037735849,0.015503875968992248,0.6666666666666666,0.030303030303030304,0.6973833166219232,0.2898857169836835,0.1509433962264151,LogReg_A2
0.67,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.68,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.6900000000000001,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.7000000000000001,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.7100000000000001,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.7200000000000001,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.7300000000000001,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.7400000000000001,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.7500000000000001,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.76,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.77,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.78,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.79,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.8,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.81,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.8200000000000001,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.8300000000000001,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.8400000000000001,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.8500000000000001,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.8600000000000001,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.8700000000000001,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.8800000000000001,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.89,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.9,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835,0.15212264150943397,LogReg_A2
0.05,0.15212264150943397,1.0,0.15212264150943397,0.2640736949846469,0.5630127977056851,0.2241665340427784,0.847877358490566,SVM_A2
0.060000000000000005,0.15212264150943397,1.0,0.15212264150943397,0.2640736949846469,0.5630127977056851,0.2241665340427784,0.847877358490566,SVM_A2
0.07,0.15212264150943397,1.0,0.15212264150943397,0.2640736949846469,0.5630127977056851,0.2241665340427784,0.847877358490566,SVM_A2
0.08,0.15212264150943397,1.0,0.15212264150943397,0.2640736949846469,0.5630127977056851,0.2241665340427784,0.847877358490566,SVM_A2
0.09,0.1580188679245283,1.0,0.15302491103202848,0.2654320987654321,0.5630127977056851,0.2241665340427784,0.8419811320754716,SVM_A2
0.1,0.1721698113207547,0.9844961240310077,0.15356711003627568,0.26569037656903766,0.5630127977056851,0.2241665340427784,0.8278301886792453,SVM_A2
0.11,0.18278301886792453,0.9534883720930233,0.15185185185185185,0.26198083067092653,0.5630127977056851,0.2241665340427784,0.8172169811320755,SVM_A2
0.12000000000000001,0.20636792452830188,0.8837209302325582,0.14766839378238342,0.25305216426193117,0.5630127977056851,0.2241665340427784,0.7936320754716981,SVM_A2
0.13,0.38207547169811323,0.7364341085271318,0.1623931623931624,0.2661064425770308,0.5630127977056851,0.2241665340427784,0.6179245283018868,SVM_A2
0.14,0.7004716981132075,0.3333333333333333,0.2037914691943128,0.2529411764705882,0.5630127977056851,0.2241665340427784,0.29952830188679247,SVM_A2
0.15000000000000002,0.7535377358490566,0.23255813953488372,0.21428571428571427,0.22304832713754646,0.5630127977056851,0.2241665340427784,0.24646226415094338,SVM_A2
0.16,0.7865566037735849,0.21705426356589147,0.25925925925925924,0.23628691983122363,0.5630127977056851,0.2241665340427784,0.2134433962264151,SVM_A2
0.16999999999999998,0.7959905660377359,0.17829457364341086,0.25555555555555554,0.2100456621004566,0.5630127977056851,0.2241665340427784,0.20400943396226415,SVM_A2
0.18,0.8018867924528302,0.16279069767441862,0.25925925925925924,0.2,0.5630127977056851,0.2241665340427784,0.19811320754716982,SVM_A2
0.19,0.8066037735849056,0.14728682170542637,0.2602739726027397,0.18811881188118812,0.5630127977056851,0.2241665340427784,0.19339622641509435,SVM_A2
0.2,0.8136792452830188,0.12403100775193798,0.26229508196721313,0.16842105263157894,0.5630127977056851,0.2241665340427784,0.18632075471698112,SVM_A2
0.21000000000000002,0.8148584905660378,0.12403100775193798,0.26666666666666666,0.1693121693121693,0.5630127977056851,0.2241665340427784,0.18514150943396226,SVM_A2
0.22000000000000003,0.8148584905660378,0.11627906976744186,0.25862068965517243,0.16042780748663102,0.5630127977056851,0.2241665340427784,0.18514150943396226,SVM_A2
0.22999999999999998,0.8160377358490566,0.10077519379844961,0.24528301886792453,0.14285714285714285,0.5630127977056851,0.2241665340427784,0.18396226415094338,SVM_A2
0.24,0.8172169811320755,0.09302325581395349,0.24,0.1340782122905028,0.5630127977056851,0.2241665340427784,0.18278301886792453,SVM_A2
0.25,0.8183962264150944,0.08527131782945736,0.23404255319148937,0.125,0.5630127977056851,0.2241665340427784,0.18160377358490565,SVM_A2
0.26,0.8195754716981132,0.08527131782945736,0.2391304347826087,0.12571428571428572,0.5630127977056851,0.2241665340427784,0.1804245283018868,SVM_A2
0.27,0.8195754716981132,0.07751937984496124,0.22727272727272727,0.11560693641618497,0.5630127977056851,0.2241665340427784,0.1804245283018868,SVM_A2
0.28,0.8195754716981132,0.06976744186046512,0.21428571428571427,0.10526315789473684,0.5630127977056851,0.2241665340427784,0.1804245283018868,SVM_A2
0.29,0.8242924528301887,0.06976744186046512,0.23684210526315788,0.10778443113772455,0.5630127977056851,0.2241665340427784,0.17570754716981132,SVM_A2
0.3,0.8254716981132075,0.06976744186046512,0.24324324324324326,0.10843373493975904,0.5630127977056851,0.2241665340427784,0.17452830188679244,SVM_A2
0.31,0.8278301886792453,0.06976744186046512,0.2571428571428571,0.10975609756097561,0.5630127977056851,0.2241665340427784,0.1721698113207547,SVM_A2
0.32,0.8266509433962265,0.06201550387596899,0.23529411764705882,0.09815950920245399,0.5630127977056851,0.2241665340427784,0.1733490566037736,SVM_A2
0.33,0.8278301886792453,0.06201550387596899,0.24242424242424243,0.09876543209876543,0.5630127977056851,0.2241665340427784,0.1721698113207547,SVM_A2
0.33999999999999997,0.8290094339622641,0.06201550387596899,0.25,0.09937888198757763,0.5630127977056851,0.2241665340427784,0.17099056603773585,SVM_A2
0.35,0.8301886792452831,0.06201550387596899,0.25806451612903225,0.1,0.5630127977056851,0.2241665340427784,0.16981132075471697,SVM_A2
0.36,0.8313679245283019,0.06201550387596899,0.26666666666666666,0.10062893081761007,0.5630127977056851,0.2241665340427784,0.16863207547169812,SVM_A2
0.37,0.8337264150943396,0.06201550387596899,0.2857142857142857,0.10191082802547771,0.5630127977056851,0.2241665340427784,0.16627358490566038,SVM_A2
0.38,0.8384433962264151,0.06201550387596899,0.3333333333333333,0.10457516339869281,0.5630127977056851,0.2241665340427784,0.1615566037735849,SVM_A2
0.39,0.8384433962264151,0.06201550387596899,0.3333333333333333,0.10457516339869281,0.5630127977056851,0.2241665340427784,0.1615566037735849,SVM_A2
0.4,0.8384433962264151,0.06201550387596899,0.3333333333333333,0.10457516339869281,0.5630127977056851,0.2241665340427784,0.1615566037735849,SVM_A2
0.41,0.839622641509434,0.06201550387596899,0.34782608695652173,0.10526315789473684,0.5630127977056851,0.2241665340427784,0.16037735849056603,SVM_A2
0.42,0.8408018867924528,0.06201550387596899,0.36363636363636365,0.10596026490066225,0.5630127977056851,0.2241665340427784,0.15919811320754718,SVM_A2
0.43,0.8408018867924528,0.06201550387596899,0.36363636363636365,0.10596026490066225,0.5630127977056851,0.2241665340427784,0.15919811320754718,SVM_A2
0.44,0.8408018867924528,0.06201550387596899,0.36363636363636365,0.10596026490066225,0.5630127977056851,0.2241665340427784,0.15919811320754718,SVM_A2
0.45,0.8419811320754716,0.06201550387596899,0.38095238095238093,0.10666666666666667,0.5630127977056851,0.2241665340427784,0.1580188679245283,SVM_A2
0.46,0.8443396226415094,0.06201550387596899,0.42105263157894735,0.10810810810810811,0.5630127977056851,0.2241665340427784,0.15566037735849056,SVM_A2
0.47,0.8443396226415094,0.06201550387596899,0.42105263157894735,0.10810810810810811,0.5630127977056851,0.2241665340427784,0.15566037735849056,SVM_A2
0.48,0.8455188679245284,0.05426356589147287,0.4375,0.09655172413793103,0.5630127977056851,0.2241665340427784,0.1544811320754717,SVM_A2
0.49,0.8455188679245284,0.05426356589147287,0.4375,0.09655172413793103,0.5630127977056851,0.2241665340427784,0.1544811320754717,SVM_A2
0.5,0.8466981132075472,0.05426356589147287,0.4666666666666667,0.09722222222222222,0.5630127977056851,0.2241665340427784,0.15330188679245282,SVM_A2
0.51,0.847877358490566,0.05426356589147287,0.5,0.0979020979020979,0.5630127977056851,0.2241665340427784,0.15212264150943397,SVM_A2
0.52,0.8502358490566038,0.05426356589147287,0.5833333333333334,0.09929078014184398,0.5630127977056851,0.2241665340427784,0.14976415094339623,SVM_A2
0.53,0.8514150943396226,0.05426356589147287,0.6363636363636364,0.1,0.5630127977056851,0.2241665340427784,0.14858490566037735,SVM_A2
0.54,0.8514150943396226,0.05426356589147287,0.6363636363636364,0.1,0.5630127977056851,0.2241665340427784,0.14858490566037735,SVM_A2
0.55,0.8525943396226415,0.05426356589147287,0.7,0.10071942446043165,0.5630127977056851,0.2241665340427784,0.1474056603773585,SVM_A2
0.56,0.8525943396226415,0.05426356589147287,0.7,0.10071942446043165,0.5630127977056851,0.2241665340427784,0.1474056603773585,SVM_A2
0.5700000000000001,0.8537735849056604,0.05426356589147287,0.7777777777777778,0.10144927536231885,0.5630127977056851,0.2241665340427784,0.14622641509433962,SVM_A2
0.5800000000000001,0.8537735849056604,0.05426356589147287,0.7777777777777778,0.10144927536231885,0.5630127977056851,0.2241665340427784,0.14622641509433962,SVM_A2
0.5900000000000001,0.8537735849056604,0.05426356589147287,0.7777777777777778,0.10144927536231885,0.5630127977056851,0.2241665340427784,0.14622641509433962,SVM_A2
0.6000000000000001,0.8525943396226415,0.046511627906976744,0.75,0.08759124087591241,0.5630127977056851,0.2241665340427784,0.1474056603773585,SVM_A2
0.6100000000000001,0.8525943396226415,0.046511627906976744,0.75,0.08759124087591241,0.5630127977056851,0.2241665340427784,0.1474056603773585,SVM_A2
0.6200000000000001,0.8525943396226415,0.046511627906976744,0.75,0.08759124087591241,0.5630127977056851,0.2241665340427784,0.1474056603773585,SVM_A2
0.63,0.8525943396226415,0.046511627906976744,0.75,0.08759124087591241,0.5630127977056851,0.2241665340427784,0.1474056603773585,SVM_A2
0.64,0.8502358490566038,0.031007751937984496,0.6666666666666666,0.05925925925925926,0.5630127977056851,0.2241665340427784,0.14976415094339623,SVM_A2
0.65,0.8502358490566038,0.031007751937984496,0.6666666666666666,0.05925925925925926,0.5630127977056851,0.2241665340427784,0.14976415094339623,SVM_A2
0.66,0.8502358490566038,0.031007751937984496,0.6666666666666666,0.05925925925925926,0.5630127977056851,0.2241665340427784,0.14976415094339623,SVM_A2
0.67,0.8502358490566038,0.031007751937984496,0.6666666666666666,0.05925925925925926,0.5630127977056851,0.2241665340427784,0.14976415094339623,SVM_A2
0.68,0.8502358490566038,0.031007751937984496,0.6666666666666666,0.05925925925925926,0.5630127977056851,0.2241665340427784,0.14976415094339623,SVM_A2
0.6900000000000001,0.8502358490566038,0.031007751937984496,0.6666666666666666,0.05925925925925926,0.5630127977056851,0.2241665340427784,0.14976415094339623,SVM_A2
0.7000000000000001,0.8490566037735849,0.023255813953488372,0.6,0.04477611940298507,0.5630127977056851,0.2241665340427784,0.1509433962264151,SVM_A2
0.7100000000000001,0.8490566037735849,0.023255813953488372,0.6,0.04477611940298507,0.5630127977056851,0.2241665340427784,0.1509433962264151,SVM_A2
0.7200000000000001,0.8490566037735849,0.023255813953488372,0.6,0.04477611940298507,0.5630127977056851,0.2241665340427784,0.1509433962264151,SVM_A2
0.7300000000000001,0.8490566037735849,0.023255813953488372,0.6,0.04477611940298507,0.5630127977056851,0.2241665340427784,0.1509433962264151,SVM_A2
0.7400000000000001,0.8490566037735849,0.023255813953488372,0.6,0.04477611940298507,0.5630127977056851,0.2241665340427784,0.1509433962264151,SVM_A2
0.7500000000000001,0.847877358490566,0.015503875968992248,0.5,0.03007518796992481,0.5630127977056851,0.2241665340427784,0.15212264150943397,SVM_A2
0.76,0.847877358490566,0.015503875968992248,0.5,0.03007518796992481,0.5630127977056851,0.2241665340427784,0.15212264150943397,SVM_A2
0.77,0.847877358490566,0.015503875968992248,0.5,0.03007518796992481,0.5630127977056851,0.2241665340427784,0.15212264150943397,SVM_A2
0.78,0.8490566037735849,0.015503875968992248,0.6666666666666666,0.030303030303030304,0.5630127977056851,0.2241665340427784,0.1509433962264151,SVM_A2
0.79,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784,0.15212264150943397,SVM_A2
0.8,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784,0.15212264150943397,SVM_A2
0.81,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784,0.15212264150943397,SVM_A2
0.8200000000000001,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784,0.15212264150943397,SVM_A2
0.8300000000000001,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784,0.15212264150943397,SVM_A2
0.8400000000000001,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784,0.15212264150943397,SVM_A2
0.8500000000000001,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784,0.15212264150943397,SVM_A2
0.8600000000000001,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784,0.15212264150943397,SVM_A2
0.8700000000000001,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784,0.15212264150943397,SVM_A2
0.8800000000000001,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784,0.15212264150943397,SVM_A2
0.89,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784,0.15212264150943397,SVM_A2
0.9,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784,0.15212264150943397,SVM_A2
0.05,0.28891509433962265,0.9457364341085271,0.16991643454038996,0.28807556080283353,0.6471412707140624,0.2338522262225115,0.7110849056603774,RF_A1
0.060000000000000005,0.3466981132075472,0.9224806201550387,0.1794871794871795,0.3005050505050505,0.6471412707140624,0.2338522262225115,0.6533018867924528,RF_A1
0.07,0.38207547169811323,0.9069767441860465,0.18600953895071543,0.3087071240105541,0.6471412707140624,0.2338522262225115,0.6179245283018868,RF_A1
0.08,0.43042452830188677,0.8837209302325582,0.1958762886597938,0.3206751054852321,0.6471412707140624,0.2338522262225115,0.5695754716981132,RF_A1
0.09,0.4669811320754717,0.8449612403100775,0.20147874306839186,0.3253731343283582,0.6471412707140624,0.2338522262225115,0.5330188679245284,RF_A1
0.1,0.49056603773584906,0.7751937984496124,0.1988071570576541,0.31645569620253167,0.6471412707140624,0.2338522262225115,0.5094339622641509,RF_A1
0.11,0.5235849056603774,0.7441860465116279,0.20556745182012848,0.3221476510067114,0.6471412707140624,0.2338522262225115,0.47641509433962265,RF_A1
0.12000000000000001,0.5636792452830188,0.689922480620155,0.21241050119331742,0.3248175182481752,0.6471412707140624,0.2338522262225115,0.4363207547169811,RF_A1
0.13,0.5778301886792453,0.6434108527131783,0.21012658227848102,0.31679389312977096,0.6471412707140624,0.2338522262225115,0.4221698113207547,RF_A1
0.14,0.597877358490566,0.6124031007751938,0.21351351351351353,0.3166332665330661,0.6471412707140624,0.2338522262225115,0.40212264150943394,RF_A1
0.15000000000000002,0.6273584905660378,0.5658914728682171,0.21921921921921922,0.31601731601731603,0.6471412707140624,0.2338522262225115,0.37264150943396224,RF_A1
0.16,0.6403301886792453,0.5426356589147286,0.22151898734177214,0.3146067415730337,0.6471412707140624,0.2338522262225115,0.3596698113207547,RF_A1
0.16999999999999998,0.6462264150943396,0.5116279069767442,0.21782178217821782,0.3055555555555556,0.6471412707140624,0.2338522262225115,0.35377358490566035,RF_A1
0.18,0.6568396226415094,0.4728682170542636,0.2147887323943662,0.29539951573849876,0.6471412707140624,0.2338522262225115,0.3431603773584906,RF_A1
0.19,0.6733490566037735,0.43410852713178294,0.2153846153846154,0.2879177377892031,0.6471412707140624,0.2338522262225115,0.3266509433962264,RF_A1
0.2,0.6839622641509434,0.4186046511627907,0.21862348178137653,0.2872340425531915,0.6471412707140624,0.2338522262225115,0.3160377358490566,RF_A1
0.21000000000000002,0.6969339622641509,0.3875968992248062,0.21929824561403508,0.2801120448179272,0.6471412707140624,0.2338522262225115,0.30306603773584906,RF_A1
0.22000000000000003,0.714622641509434,0.3488372093023256,0.22167487684729065,0.2710843373493976,0.6471412707140624,0.2338522262225115,0.28537735849056606,RF_A1
0.22999999999999998,0.7205188679245284,0.34108527131782945,0.22448979591836735,0.27076923076923076,0.6471412707140624,0.2338522262225115,0.2794811320754717,RF_A1
0.24,0.7299528301886793,0.3023255813953488,0.21910112359550563,0.254071661237785,0.6471412707140624,0.2338522262225115,0.27004716981132076,RF_A1
