threshold,accuracy,recall,precision,f1,auc_roc,auc_pr
0.1,0.5424528301886793,0.7906976744186046,0.2203023758099352,0.34459459459459457,0.6973833166219232,0.2898857169836835
0.11,0.5695754716981132,0.7596899224806202,0.22685185185185186,0.3493761140819964,0.6973833166219232,0.2898857169836835
0.12000000000000001,0.5872641509433962,0.689922480620155,0.22305764411027568,0.3371212121212121,0.6973833166219232,0.2898857169836835
0.13,0.6143867924528302,0.6589147286821705,0.23097826086956522,0.3420523138832998,0.6973833166219232,0.2898857169836835
0.14,0.6344339622641509,0.6201550387596899,0.23460410557184752,0.3404255319148936,0.6973833166219232,0.2898857169836835
0.15000000000000002,0.6674528301886793,0.6046511627906976,0.2524271844660194,0.3561643835616438,0.6973833166219232,0.2898857169836835
0.16,0.6816037735849056,0.5658914728682171,0.25435540069686413,0.35096153846153844,0.6973833166219232,0.2898857169836835
0.17,0.6957547169811321,0.5271317829457365,0.25660377358490566,0.34517766497461927,0.6973833166219232,0.2898857169836835
0.18,0.7158018867924528,0.4883720930232558,0.2647058823529412,0.34332425068119893,0.6973833166219232,0.2898857169836835
0.19,0.7216981132075472,0.4263565891472868,0.2534562211981567,0.3179190751445087,0.6973833166219232,0.2898857169836835
0.2,0.7311320754716981,0.40310077519379844,0.2561576354679803,0.3132530120481928,0.6973833166219232,0.2898857169836835
0.21000000000000002,0.7405660377358491,0.3875968992248062,0.2617801047120419,0.3125,0.6973833166219232,0.2898857169836835
0.22,0.75,0.37209302325581395,0.2681564245810056,0.3116883116883117,0.6973833166219232,0.2898857169836835
0.23,0.7629716981132075,0.37209302325581395,0.2857142857142857,0.32323232323232326,0.6973833166219232,0.2898857169836835
0.24000000000000002,0.7783018867924528,0.3643410852713178,0.30718954248366015,0.3333333333333333,0.6973833166219232,0.2898857169836835
0.25,0.7841981132075472,0.3488372093023256,0.3125,0.32967032967032966,0.6973833166219232,0.2898857169836835
0.26,0.7948113207547169,0.3178294573643411,0.3228346456692913,0.3203125,0.6973833166219232,0.2898857169836835
0.27,0.7995283018867925,0.2868217054263566,0.3217391304347826,0.30327868852459017,0.6973833166219232,0.2898857169836835
0.28,0.7983490566037735,0.26356589147286824,0.3090909090909091,0.28451882845188287,0.6973833166219232,0.2898857169836835
0.29000000000000004,0.8018867924528302,0.26356589147286824,0.3177570093457944,0.288135593220339,0.6973833166219232,0.2898857169836835
0.30000000000000004,0.8042452830188679,0.24806201550387597,0.31683168316831684,0.2782608695652174,0.6973833166219232,0.2898857169836835
0.31,0.8172169811320755,0.24031007751937986,0.3522727272727273,0.2857142857142857,0.6973833166219232,0.2898857169836835
0.32,0.8231132075471698,0.20930232558139536,0.36,0.2647058823529412,0.6973833166219232,0.2898857169836835
0.33,0.8254716981132075,0.1937984496124031,0.36231884057971014,0.25252525252525254,0.6973833166219232,0.2898857169836835
0.33999999999999997,0.8254716981132075,0.16279069767441862,0.3442622950819672,0.22105263157894736,0.6973833166219232,0.2898857169836835
0.35,0.8254716981132075,0.14728682170542637,0.3333333333333333,0.20430107526881722,0.6973833166219232,0.2898857169836835
0.36,0.8278301886792453,0.12403100775193798,0.32653061224489793,0.1797752808988764,0.6973833166219232,0.2898857169836835
0.37,0.8278301886792453,0.10852713178294573,0.3111111111111111,0.16091954022988506,0.6973833166219232,0.2898857169836835
0.38,0.8313679245283019,0.10077519379844961,0.325,0.15384615384615385,0.6973833166219232,0.2898857169836835
0.39,0.8325471698113207,0.10077519379844961,0.3333333333333333,0.15476190476190477,0.6973833166219232,0.2898857169836835
0.4,0.8325471698113207,0.09302325581395349,0.32432432432432434,0.14457831325301204,0.6973833166219232,0.2898857169836835
0.41000000000000003,0.8349056603773585,0.09302325581395349,0.34285714285714286,0.14634146341463414,0.6973833166219232,0.2898857169836835
0.42000000000000004,0.8360849056603774,0.09302325581395349,0.35294117647058826,0.147239263803681,0.6973833166219232,0.2898857169836835
0.43000000000000005,0.8360849056603774,0.09302325581395349,0.35294117647058826,0.147239263803681,0.6973833166219232,0.2898857169836835
0.44000000000000006,0.8360849056603774,0.08527131782945736,0.34375,0.13664596273291926,0.6973833166219232,0.2898857169836835
0.45000000000000007,0.8384433962264151,0.08527131782945736,0.36666666666666664,0.13836477987421383,0.6973833166219232,0.2898857169836835
0.45999999999999996,0.8408018867924528,0.07751937984496124,0.38461538461538464,0.12903225806451613,0.6973833166219232,0.2898857169836835
0.47,0.8419811320754716,0.07751937984496124,0.4,0.12987012987012986,0.6973833166219232,0.2898857169836835
0.48,0.8431603773584906,0.07751937984496124,0.4166666666666667,0.13071895424836602,0.6973833166219232,0.2898857169836835
0.49,0.8443396226415094,0.06976744186046512,0.42857142857142855,0.12,0.6973833166219232,0.2898857169836835
0.5,0.847877358490566,0.06976744186046512,0.5,0.12244897959183673,0.6973833166219232,0.2898857169836835
0.51,0.847877358490566,0.06976744186046512,0.5,0.12244897959183673,0.6973833166219232,0.2898857169836835
0.52,0.8490566037735849,0.06976744186046512,0.5294117647058824,0.1232876712328767,0.6973833166219232,0.2898857169836835
0.53,0.8514150943396226,0.06976744186046512,0.6,0.125,0.6973833166219232,0.2898857169836835
0.54,0.8502358490566038,0.06201550387596899,0.5714285714285714,0.11188811188811189,0.6973833166219232,0.2898857169836835
0.55,0.8490566037735849,0.046511627906976744,0.5454545454545454,0.08571428571428572,0.6973833166219232,0.2898857169836835
0.56,0.8502358490566038,0.046511627906976744,0.6,0.08633093525179857,0.6973833166219232,0.2898857169836835
0.5700000000000001,0.8502358490566038,0.046511627906976744,0.6,0.08633093525179857,0.6973833166219232,0.2898857169836835
0.58,0.8490566037735849,0.03875968992248062,0.5555555555555556,0.07246376811594203,0.6973833166219232,0.2898857169836835
0.59,0.847877358490566,0.031007751937984496,0.5,0.058394160583941604,0.6973833166219232,0.2898857169836835
0.6,0.8502358490566038,0.031007751937984496,0.6666666666666666,0.05925925925925926,0.6973833166219232,0.2898857169836835
0.61,0.8514150943396226,0.031007751937984496,0.8,0.05970149253731343,0.6973833166219232,0.2898857169836835
0.62,0.8514150943396226,0.031007751937984496,0.8,0.05970149253731343,0.6973833166219232,0.2898857169836835
0.63,0.8502358490566038,0.023255813953488372,0.75,0.045112781954887216,0.6973833166219232,0.2898857169836835
0.64,0.8502358490566038,0.023255813953488372,0.75,0.045112781954887216,0.6973833166219232,0.2898857169836835
0.65,0.8490566037735849,0.015503875968992248,0.6666666666666666,0.030303030303030304,0.6973833166219232,0.2898857169836835
0.66,0.8490566037735849,0.015503875968992248,0.6666666666666666,0.030303030303030304,0.6973833166219232,0.2898857169836835
0.67,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.6799999999999999,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.69,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.7,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.71,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.72,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.73,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.74,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.75,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.76,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.77,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.78,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.79,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.8,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.8099999999999999,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.82,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.83,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.84,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.85,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.86,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.87,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.88,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.89,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
0.9,0.847877358490566,0.0,0.0,0.0,0.6973833166219232,0.2898857169836835
