threshold,accuracy,recall,precision,f1,auc_roc,auc_pr
0.42000000000000004,0.8408018867924528,0.06201550387596899,0.36363636363636365,0.10596026490066225,0.5630127977056851,0.2241665340427784
0.43000000000000005,0.8408018867924528,0.06201550387596899,0.36363636363636365,0.10596026490066225,0.5630127977056851,0.2241665340427784
0.44000000000000006,0.8408018867924528,0.06201550387596899,0.36363636363636365,0.10596026490066225,0.5630127977056851,0.2241665340427784
0.45000000000000007,0.8419811320754716,0.06201550387596899,0.38095238095238093,0.10666666666666667,0.5630127977056851,0.2241665340427784
0.45999999999999996,0.8443396226415094,0.06201550387596899,0.42105263157894735,0.10810810810810811,0.5630127977056851,0.2241665340427784
0.47,0.8455188679245284,0.06201550387596899,0.4444444444444444,0.10884353741496598,0.5630127977056851,0.2241665340427784
0.48,0.8455188679245284,0.05426356589147287,0.4375,0.09655172413793103,0.5630127977056851,0.2241665340427784
0.49,0.8455188679245284,0.05426356589147287,0.4375,0.09655172413793103,0.5630127977056851,0.2241665340427784
0.5,0.8466981132075472,0.05426356589147287,0.4666666666666667,0.09722222222222222,0.5630127977056851,0.2241665340427784
0.51,0.847877358490566,0.05426356589147287,0.5,0.0979020979020979,0.5630127977056851,0.2241665340427784
0.52,0.8502358490566038,0.05426356589147287,0.5833333333333334,0.09929078014184398,0.5630127977056851,0.2241665340427784
0.53,0.8514150943396226,0.05426356589147287,0.6363636363636364,0.1,0.5630127977056851,0.2241665340427784
0.54,0.8514150943396226,0.05426356589147287,0.6363636363636364,0.1,0.5630127977056851,0.2241665340427784
0.55,0.8525943396226415,0.05426356589147287,0.7,0.10071942446043165,0.5630127977056851,0.2241665340427784
0.56,0.8525943396226415,0.05426356589147287,0.7,0.10071942446043165,0.5630127977056851,0.2241665340427784
0.5700000000000001,0.8537735849056604,0.05426356589147287,0.7777777777777778,0.10144927536231885,0.5630127977056851,0.2241665340427784
0.58,0.8537735849056604,0.05426356589147287,0.7777777777777778,0.10144927536231885,0.5630127977056851,0.2241665340427784
0.59,0.8537735849056604,0.05426356589147287,0.7777777777777778,0.10144927536231885,0.5630127977056851,0.2241665340427784
0.6,0.8525943396226415,0.046511627906976744,0.75,0.08759124087591241,0.5630127977056851,0.2241665340427784
0.61,0.8525943396226415,0.046511627906976744,0.75,0.08759124087591241,0.5630127977056851,0.2241665340427784
0.62,0.8525943396226415,0.046511627906976744,0.75,0.08759124087591241,0.5630127977056851,0.2241665340427784
0.63,0.8514150943396226,0.03875968992248062,0.7142857142857143,0.07352941176470588,0.5630127977056851,0.2241665340427784
0.64,0.8502358490566038,0.031007751937984496,0.6666666666666666,0.05925925925925926,0.5630127977056851,0.2241665340427784
0.65,0.8502358490566038,0.031007751937984496,0.6666666666666666,0.05925925925925926,0.5630127977056851,0.2241665340427784
0.66,0.8502358490566038,0.031007751937984496,0.6666666666666666,0.05925925925925926,0.5630127977056851,0.2241665340427784
0.67,0.8502358490566038,0.031007751937984496,0.6666666666666666,0.05925925925925926,0.5630127977056851,0.2241665340427784
0.6799999999999999,0.8502358490566038,0.031007751937984496,0.6666666666666666,0.05925925925925926,0.5630127977056851,0.2241665340427784
0.69,0.8502358490566038,0.031007751937984496,0.6666666666666666,0.05925925925925926,0.5630127977056851,0.2241665340427784
0.7,0.8490566037735849,0.023255813953488372,0.6,0.04477611940298507,0.5630127977056851,0.2241665340427784
0.71,0.8490566037735849,0.023255813953488372,0.6,0.04477611940298507,0.5630127977056851,0.2241665340427784
0.72,0.8490566037735849,0.023255813953488372,0.6,0.04477611940298507,0.5630127977056851,0.2241665340427784
0.73,0.8490566037735849,0.023255813953488372,0.6,0.04477611940298507,0.5630127977056851,0.2241665340427784
0.74,0.8490566037735849,0.023255813953488372,0.6,0.04477611940298507,0.5630127977056851,0.2241665340427784
0.75,0.847877358490566,0.015503875968992248,0.5,0.03007518796992481,0.5630127977056851,0.2241665340427784
0.76,0.847877358490566,0.015503875968992248,0.5,0.03007518796992481,0.5630127977056851,0.2241665340427784
0.77,0.847877358490566,0.015503875968992248,0.5,0.03007518796992481,0.5630127977056851,0.2241665340427784
0.78,0.8490566037735849,0.015503875968992248,0.6666666666666666,0.030303030303030304,0.5630127977056851,0.2241665340427784
0.79,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784
0.8,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784
0.8099999999999999,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784
0.82,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784
0.83,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784
0.84,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784
0.85,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784
0.86,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784
0.87,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784
0.88,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784
0.89,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784
0.9,0.847877358490566,0.007751937984496124,0.5,0.015267175572519083,0.5630127977056851,0.2241665340427784
