accuracy,recall_1,precision_1,f1_1,auc_roc,auc_pr,brier
0.6698113207547169,0.5238095238095238,0.2682926829268293,0.3548387096774194,0.675293797975681,0.3196950866696358,0.13627530765664286
0.6662735849056604,0.6435643564356436,0.20833333333333334,0.31476997578692495,0.6908690869086909,0.19542329246212375,0.10726675203805076
0.6957547169811321,0.6090225563909775,0.28222996515679444,0.38571428571428573,0.7207739628792261,0.32969669581505257,0.12196074595352087
0.6615566037735849,0.525,0.2150170648464164,0.3050847457627119,0.6751945970695972,0.23320404665636874,0.12039535579965649
0.6544811320754716,0.5619834710743802,0.22077922077922077,0.317016317016317,0.6672502188320619,0.2432382222347296,0.12076426424878114
0.6721698113207547,0.6046511627906976,0.25573770491803277,0.35944700460829493,0.7074640704682429,0.28379382273033815,0.12289186778424169
0.652122641509434,0.5691056910569106,0.22435897435897437,0.3218390804597701,0.7064423885618167,0.31175071205253924,0.11512018995615561
0.6863207547169812,0.6111111111111112,0.2619047619047619,0.36666666666666664,0.7124170074308579,0.28819664613668305,0.11976503153918412
0.6686320754716981,0.6,0.262987012987013,0.3656884875846501,0.7020726196041764,0.31589702874496645,0.1261844397303266
0.6922169811320755,0.5806451612903226,0.25622775800711745,0.35555555555555557,0.6913317590447335,0.31220839755682633,0.1178021034911687
0.6745283018867925,0.5736434108527132,0.25084745762711863,0.3490566037735849,0.6961003115869371,0.26102889061580653,0.12512654853101615
0.6886792452830188,0.6124031007751938,0.2696245733788396,0.3744075829383886,0.6928335004474344,0.2894930750159032,0.1225709605690174
0.6745283018867925,0.5220588235294118,0.25177304964539005,0.3397129186602871,0.6898545935228023,0.310668382664458,0.1283679010384047
0.6639150943396226,0.5539568345323741,0.25666666666666665,0.35079726651480636,0.6793031019472151,0.30936401400059854,0.1304750366654004
0.6721698113207547,0.5827338129496403,0.2691029900332226,0.36818181818181817,0.6947468823248877,0.2872983513656325,0.13218450711014482
0.6556603773584906,0.6370370370370371,0.2613981762917933,0.3706896551724138,0.711391616019947,0.326909424924671,0.1241962301427966
0.6556603773584906,0.6214285714285714,0.2668711656441718,0.37339055793991416,0.700453995157385,0.32389103816001397,0.12818133152219705
0.6556603773584906,0.5691056910569106,0.22653721682847897,0.32407407407407407,0.6810092514718251,0.2577406232516992,0.11982408862952723
0.6674528301886793,0.6129032258064516,0.24516129032258063,0.35023041474654376,0.6767621636072002,0.28375902592833196,0.12065808611546125
0.6497641509433962,0.625,0.256797583081571,0.3640256959314775,0.6965775776602775,0.28892317478902413,0.12891023172495125
0.6320754716981132,0.5833333333333334,0.19090909090909092,0.2876712328767123,0.681519019019019,0.21962997808037918,0.11026736027410333
0.6485849056603774,0.6231884057971014,0.25903614457831325,0.3659574468085106,0.7075015309246786,0.34167688874774454,0.12536278721204008
0.6356132075471698,0.6159420289855072,0.24926686217008798,0.35490605427974947,0.6639824453970198,0.26555306426240394,0.13365318765856996
0.6568396226415094,0.6846846846846847,0.2289156626506024,0.3431151241534989,0.7378586184556334,0.3124469935731817,0.10449374692836402
0.6627358490566038,0.5118110236220472,0.22491349480968859,0.3125,0.6616903469590574,0.23974135794931944,0.1263541050333207
0.6768867924528302,0.6466165413533834,0.2747603833865815,0.38565022421524664,0.7201114674798885,0.2847091225402527,0.12501033817125615
0.6827830188679245,0.6296296296296297,0.22895622895622897,0.3358024691358025,0.7127377377377376,0.24507524723561405,0.1060917846144214
0.6745283018867925,0.6014492753623188,0.2730263157894737,0.3755656108597285,0.6870585833843641,0.29067796646023425,0.13067128849273452
0.652122641509434,0.5899280575539568,0.25625,0.3572984749455338,0.6883441060973507,0.34077266967550107,0.12754891615528735
0.6485849056603774,0.5916666666666667,0.221875,0.32272727272727275,0.6826465201465202,0.237756008866298,0.11968820888852645
0.6863207547169812,0.6131386861313869,0.2828282828282828,0.3870967741935484,0.7018797417023418,0.29865717886161947,0.1283330409273701
0.6768867924528302,0.5371900826446281,0.22968197879858657,0.3217821782178218,0.7025020746416271,0.29738495622886596,0.11556798218649374
0.6568396226415094,0.5691056910569106,0.22727272727272727,0.3248259860788863,0.6899691617605831,0.2682878553004487,0.11843182954795341
0.6650943396226415,0.5968992248062015,0.24919093851132687,0.3515981735159817,0.7026662785306896,0.29955048486905544,0.12056404071668389
0.6627358490566038,0.6666666666666666,0.24,0.35294117647058826,0.7196908578577526,0.2722022258016847,0.11317246156395096
0.6709905660377359,0.6439393939393939,0.26813880126182965,0.37861915367483295,0.7236858811579483,0.32453332507720095,0.1211558376364702
0.6851415094339622,0.5905511811023622,0.25862068965517243,0.3597122302158273,0.7102667991743751,0.3040245956449452,0.1188526412015744
0.6816037735849056,0.6320754716981132,0.22483221476510068,0.3316831683168317,0.7044067538015562,0.27667440131688026,0.10404406095125592
0.6497641509433962,0.5109489051094891,0.23333333333333334,0.32036613272311215,0.6654860533637212,0.28173086533230984,0.13109014549665435
0.6745283018867925,0.6076923076923076,0.2598684210526316,0.3640552995391705,0.7035997428755089,0.2866591939339686,0.12330446747655145
0.6827830188679245,0.6027397260273972,0.29431438127090304,0.3955056179775281,0.7117335987199,0.3489607990628476,0.13165135517134083
0.6875,0.5957446808510638,0.2876712328767123,0.38799076212471134,0.7168236580496956,0.3738101253523796,0.12629003898606986
0.6792452830188679,0.6268656716417911,0.27450980392156865,0.38181818181818183,0.7072411053973828,0.3400942307979192,0.1224934183460827
0.6792452830188679,0.6341463414634146,0.25573770491803277,0.3644859813084112,0.7244855620970003,0.3242265359721854,0.11384503294659232
0.6698113207547169,0.5952380952380952,0.24671052631578946,0.3488372093023256,0.6745262278503276,0.24801428502558565,0.1235952458275997
0.6698113207547169,0.6456692913385826,0.2586750788643533,0.36936936936936937,0.7202157982679349,0.3315677963319987,0.11688553307886558
0.6780660377358491,0.6456692913385826,0.2645161290322581,0.37528604118993136,0.7239070844299802,0.31817483025810256,0.11799153679682552
0.6544811320754716,0.5882352941176471,0.25236593059936907,0.35320088300220753,0.6586975380039657,0.25506245832049523,0.13346140533750875
0.6509433962264151,0.5384615384615384,0.22875816993464052,0.3211009174311927,0.6657595886008141,0.2723798450625424,0.1261986235041944
0.6969339622641509,0.6183206106870229,0.28125,0.38663484486873506,0.6982656744067199,0.273516412956146,0.12567536743814273
0.6780660377358491,0.5545454545454546,0.21403508771929824,0.30886075949367087,0.6809312638580931,0.279881287017236,0.10689516146729389
0.6875,0.6666666666666666,0.2792207792207792,0.39359267734553777,0.700477622882772,0.2813031171628825,0.12245100297981512
0.6639150943396226,0.6258992805755396,0.271875,0.3790849673202614,0.710302280037747,0.3276983173091287,0.1270664398158699
0.7075471698113207,0.6690140845070423,0.32094594594594594,0.4337899543378995,0.7409827235366875,0.37891420908086454,0.12586275718558393
0.6509433962264151,0.60431654676259,0.25846153846153846,0.3620689655172414,0.6858783776927682,0.298387804024358,0.13129823867259938
0.6426886792452831,0.5597014925373134,0.23510971786833856,0.33112582781456956,0.6530059785108073,0.27522093889853183,0.12965238762774614
0.652122641509434,0.553030303030303,0.23624595469255663,0.3310657596371882,0.6620111731843576,0.2515905568381508,0.12930839091767177
0.6615566037735849,0.6220472440944882,0.24842767295597484,0.3550561797752809,0.7234593248659452,0.3493311545523217,0.11589006666819372
0.6509433962264151,0.5891472868217055,0.23824451410658307,0.3392857142857143,0.6789145130510722,0.3508879581838146,0.12035634733209678
0.6639150943396226,0.6880733944954128,0.23006134969325154,0.3448275862068966,0.7234795347047212,0.24985512686415848,0.10880883030630566
0.6945754716981132,0.6370967741935484,0.2696245733788396,0.37889688249400477,0.6950187132418464,0.2527089559649032,0.12103336592576196
0.6875,0.7050359712230215,0.30434782608695654,0.42516268980477223,0.7464967377297034,0.3682770332836936,0.12275236925093824
0.6662735849056604,0.5826771653543307,0.24342105263157895,0.3433874709976798,0.6792184957462841,0.2665837154766567,0.12365692185124966
0.6556603773584906,0.5190839694656488,0.22895622895622897,0.3177570093457944,0.6581707070384448,0.2297761003866227,0.13013885120736265
0.6627358490566038,0.6230769230769231,0.25471698113207547,0.36160714285714285,0.6997857295907435,0.30748108918228095,0.12102717957134838
0.6922169811320755,0.6204379562043796,0.2891156462585034,0.39443155452436196,0.710400689888817,0.32227011843596265,0.12605330245868607
0.6485849056603774,0.5821917808219178,0.2639751552795031,0.36324786324786323,0.6797115872458338,0.3164346102276776,0.13522223062289898
0.6426886792452831,0.5897435897435898,0.21296296296296297,0.3129251700680272,0.6669472798063769,0.20510256538365784,0.11938215476454628
0.6804245283018868,0.6170212765957447,0.28618421052631576,0.39101123595505616,0.7077051170162609,0.33884050927594206,0.12819777384423703
0.6686320754716981,0.5481481481481482,0.25170068027210885,0.34498834498834496,0.6603916679653006,0.2909613201046312,0.12992646438772124
0.6733490566037735,0.6187050359712231,0.27741935483870966,0.3830734966592428,0.7100688983369017,0.3131610843911598,0.12826952938468908
0.6627358490566038,0.5454545454545454,0.24161073825503357,0.33488372093023255,0.6696609954291518,0.29191580218414986,0.12720759683738905
0.6485849056603774,0.5734265734265734,0.25705329153605017,0.354978354978355,0.6517780092248178,0.23893757518591363,0.14213464521311914
0.6438679245283019,0.5954198473282443,0.23853211009174313,0.3406113537117904,0.6946671351155684,0.31365740888802707,0.12337294349381613
0.6721698113207547,0.6050420168067226,0.2376237623762376,0.3412322274881517,0.6919920231467073,0.2542965994646646,0.11737039430086987
0.6804245283018868,0.5846153846153846,0.2593856655290102,0.35933806146572106,0.7039747160917078,0.32584414044939913,0.1205859692854636
0.6745283018867925,0.5526315789473685,0.2876712328767123,0.3783783783783784,0.689711887477314,0.3196578302476638,0.1404365056417996
0.6922169811320755,0.6379310344827587,0.2525597269624573,0.36185819070904646,0.7209463915583192,0.27235889471801616,0.11227550387595561
0.6745283018867925,0.5887096774193549,0.24496644295302014,0.3459715639810427,0.6866980039208698,0.2717111027065181,0.12130150187904933
0.6757075471698113,0.6268656716417911,0.27184466019417475,0.3792325056433409,0.7110769681006731,0.2758109315876351,0.12772147402502831
0.6639150943396226,0.5172413793103449,0.20761245674740483,0.2962962962962963,0.6548308837384587,0.23309794342728785,0.11787627026496271
0.6933962264150944,0.6690140845070423,0.30844155844155846,0.4222222222222222,0.7386486055141045,0.3602617979976735,0.1264383564847373
0.6580188679245284,0.5736434108527132,0.23948220064724918,0.3378995433789954,0.6781705857618786,0.2517005675999152,0.1264967361989371
0.6639150943396226,0.6587301587301587,0.2553846153846154,0.36807095343680707,0.7354460713186475,0.3453067325260108,0.1148874246222412
0.6733490566037735,0.60431654676259,0.27450980392156865,0.3775280898876405,0.7147466793842783,0.335853551340284,0.12870189589031772
0.6933962264150944,0.6258992805755396,0.29491525423728815,0.4009216589861751,0.7280900244543435,0.33117573177197457,0.1259264543378101
0.6709905660377359,0.6307692307692307,0.26198083067092653,0.37020316027088035,0.7182772659095779,0.35024727080798845,0.11842733749828428
0.6686320754716981,0.5238095238095238,0.22996515679442509,0.3196125907990315,0.6914215362968826,0.30171048143589624,0.1202673690780196
0.6945754716981132,0.6190476190476191,0.2698961937716263,0.3759036144578313,0.7440091456711955,0.371250893330782,0.112782053996324
0.6733490566037735,0.6159420289855072,0.2750809061488673,0.38031319910514544,0.6807001428863033,0.28467758622257694,0.13156217547657645
0.7004716981132075,0.6186440677966102,0.25886524822695034,0.365,0.7323194799164152,0.2594192890759397,0.11401356385385752
0.6450471698113207,0.5661764705882353,0.2413793103448276,0.3384615384615385,0.6605874091209517,0.28456273702318563,0.1302717725422945
0.6851415094339622,0.572463768115942,0.27526132404181186,0.37176470588235294,0.6914064094713208,0.3173255963747572,0.12786028252703469
0.6686320754716981,0.5897435897435898,0.22847682119205298,0.32935560859188545,0.6885895682065313,0.24620134830643137,0.11595643813508395
0.6650943396226415,0.6168831168831169,0.296875,0.4008438818565401,0.6907537707249523,0.3291056916145906,0.14044333960460986
0.6533018867924528,0.5390625,0.22697368421052633,0.3194444444444444,0.6656901041666666,0.25639605657558534,0.12562057714547603
0.6320754716981132,0.5182481751824818,0.22397476340694006,0.31277533039647576,0.6667487962877411,0.2692237901212897,0.1328572657262816
0.6391509433962265,0.6212121212121212,0.24260355029585798,0.34893617021276596,0.6870238699847638,0.28260702164656554,0.1261735480229201
0.6367924528301887,0.5934959349593496,0.22054380664652568,0.32158590308370044,0.6854723857583405,0.29833161279164017,0.1175876845133056
0.6816037735849056,0.5433070866141733,0.24555160142348753,0.3382352941176471,0.6919414199438663,0.2560360869917287,0.12366076256217447
0.6992924528301887,0.7073170731707317,0.28431372549019607,0.40559440559440557,0.7450518643117465,0.3551243344694446,0.11149056488176179
0.6615566037735849,0.6554621848739496,0.24074074074074073,0.35214446952595935,0.7232769651070304,0.26501097681966584,0.11573967643389296
0.6674528301886793,0.671875,0.26380368098159507,0.3788546255506608,0.7142361111111111,0.3005007002953836,0.12085871201995997
0.6379716981132075,0.584,0.2225609756097561,0.32229580573951433,0.6844702627939141,0.26508658568865306,0.12258856678868402
0.6650943396226415,0.5862068965517241,0.2236842105263158,0.3238095238095238,0.7010081025061239,0.28656327190222947,0.11153600339611842
0.6639150943396226,0.6470588235294118,0.240625,0.35079726651480636,0.7058708256965338,0.2998393625700595,0.11377317605700102
0.6733490566037735,0.5833333333333334,0.2356902356902357,0.33573141486810554,0.700103021978022,0.2517273287337315,0.11730233384569197
0.6544811320754716,0.5909090909090909,0.24605678233438485,0.34743875278396436,0.6998053157271034,0.2945470131968343,0.12414234791268347
0.6768867924528302,0.6229508196721312,0.25,0.3568075117370892,0.7181163347333241,0.318009464776819,0.11480381370082637
0.6886792452830188,0.6341463414634146,0.26262626262626265,0.37142857142857144,0.7253490328006729,0.3510951778573249,0.11117592540286048
0.6721698113207547,0.6515151515151515,0.27044025157232704,0.38222222222222224,0.7275055019468428,0.32115955658447926,0.12171442549580902
0.660377358490566,0.6538461538461539,0.25914634146341464,0.37117903930131,0.7220269980715663,0.32592955327108586,0.12045831524742624
0.6875,0.6666666666666666,0.30128205128205127,0.41501103752759383,0.758644557464865,0.4455540519481,0.11879371544826588
0.6863207547169812,0.6503496503496503,0.30097087378640774,0.41150442477876104,0.7271636165253187,0.3885776175115338,0.12587498153604362
0.6509433962264151,0.5190839694656488,0.22591362126245848,0.3148148148148148,0.6485994442492573,0.2609437785367483,0.12954635618769264
0.6698113207547169,0.568,0.23905723905723905,0.33649289099526064,0.6800110650069157,0.2866372783879473,0.1200391787756485
0.6816037735849056,0.6518518518518519,0.2829581993569132,0.39461883408071746,0.7266947171575503,0.33893858870121407,0.1231969094561104
0.6745283018867925,0.5755395683453237,0.26936026936026936,0.3669724770642202,0.6899270428509097,0.31659464826446126,0.13064051470514032
0.6580188679245284,0.6074074074074074,0.25705329153605017,0.36123348017621143,0.6887330528284243,0.2782238926304631,0.1289949834515043
0.6474056603773585,0.6290322580645161,0.23564954682779457,0.34285714285714286,0.6997193013723044,0.3014253741894363,0.11739996194578217
0.6863207547169812,0.6301369863013698,0.3026315789473684,0.4088888888888889,0.7340377785583265,0.3378895044720731,0.13155059479241635
0.6544811320754716,0.6666666666666666,0.26627218934911245,0.38054968287526425,0.7171471611864318,0.3359237301789758,0.12375718508864478
0.6792452830188679,0.6160714285714286,0.23154362416107382,0.33658536585365856,0.7084263392857143,0.24057694964233842,0.11046151048332307
0.6768867924528302,0.65,0.25161290322580643,0.3627906976744186,0.7304372710622711,0.3657764899122439,0.1080377632716091
0.6698113207547169,0.57,0.19387755102040816,0.2893401015228426,0.7063636363636364,0.29365409342751203,0.09949993459978998
0.652122641509434,0.5902777777777778,0.26479750778816197,0.3655913978494624,0.6881609059343434,0.3028742424050186,0.13610292677051689
0.6627358490566038,0.5793650793650794,0.238562091503268,0.33796296296296297,0.6844193817878029,0.2639409788494743,0.12351559286134291
0.6768867924528302,0.582089552238806,0.2635135135135135,0.3627906976744186,0.697280404699193,0.27726767414514897,0.12899644748064729
0.6367924528301887,0.6451612903225806,0.23255813953488372,0.3418803418803419,0.6846595972197469,0.2721001414730142,0.12141050411752019
0.6662735849056604,0.6090225563909775,0.25961538461538464,0.36404494382022473,0.7108996266891003,0.3060254757442352,0.12554322677344967
0.6662735849056604,0.6439393939393939,0.26479750778816197,0.37527593818984545,0.7026303538175047,0.31087030513382546,0.12301134493148987
0.6816037735849056,0.6260162601626016,0.2558139534883721,0.3632075471698113,0.6905634987384356,0.28303874819923547,0.11874489078741182
0.6462264150943396,0.5929203539823009,0.2087227414330218,0.3087557603686636,0.6749021732586841,0.23215598687315536,0.1151654269500679
0.6485849056603774,0.608,0.23384615384615384,0.3377777777777778,0.7140802213001383,0.30017113870785184,0.11889967777607019
0.652122641509434,0.6171875,0.24307692307692308,0.3487858719646799,0.7030381944444444,0.3131706644149067,0.11987393943774283
0.660377358490566,0.5905511811023622,0.24115755627009647,0.3424657534246575,0.6806382211932247,0.27168647552204,0.12328351274729682
0.6580188679245284,0.6434108527131783,0.25382262996941896,0.36403508771929827,0.7028819096290067,0.3162498241810955,0.1206333976376631
0.6403301886792453,0.5317460317460317,0.21405750798722045,0.3052391799544419,0.6677768983863166,0.26301239996243503,0.1233489938087779
0.6757075471698113,0.6031746031746031,0.25249169435215946,0.3559718969555035,0.6994679681660292,0.2929933482575608,0.11927641171161074
0.6780660377358491,0.5547445255474452,0.2638888888888889,0.35764705882352943,0.6865728335745891,0.33024007191633226,0.1273810563259609
0.6721698113207547,0.576271186440678,0.22972972972972974,0.3285024154589372,0.6949268632458787,0.2952332151088277,0.1128242267707518
0.6533018867924528,0.6,0.21766561514195584,0.3194444444444444,0.676967791683967,0.2649285948084338,0.11299412300013822
0.6615566037735849,0.6,0.22258064516129034,0.3247058823529412,0.6945607687288691,0.27133833583739575,0.11351734786743203
0.6709905660377359,0.6013513513513513,0.28802588996763756,0.38949671772428884,0.7298648648648647,0.39029828286671686,0.13004219819237606
0.6509433962264151,0.6304347826086957,0.2620481927710843,0.3702127659574468,0.6823229230455196,0.3368326563534893,0.12831994489523385
0.660377358490566,0.6428571428571429,0.27439024390243905,0.38461538461538464,0.7178974979822438,0.3588514107987671,0.12572205923919613
0.6733490566037735,0.7094017094017094,0.254601226993865,0.3747178329571106,0.7573514796497012,0.3127047743154734,0.10851385464734292
0.6615566037735849,0.539568345323741,0.2516778523489933,0.34324942791762014,0.6747470852654971,0.33784637470145484,0.12962155220270152
0.660377358490566,0.6639344262295082,0.24695121951219512,0.36,0.7352097728401752,0.3193737313353421,0.112894421087804
0.6650943396226415,0.6140350877192983,0.22580645161290322,0.330188679245283,0.6709689755724462,0.22192230928189466,0.11625905678858887
0.6875,0.6666666666666666,0.2903225806451613,0.4044943820224719,0.7281907433380084,0.3452605530909823,0.12306546614215902
0.6698113207547169,0.6106870229007634,0.2588996763754045,0.36363636363636365,0.7011083075154108,0.28948072645615763,0.12385049206289711
0.6474056603773585,0.6666666666666666,0.2411764705882353,0.3542116630669546,0.7155592935239697,0.3361178478960465,0.11447354379386776
0.6886792452830188,0.6106194690265486,0.23875432525951557,0.34328358208955223,0.7196917705135151,0.2830884962341633,0.10892777041473958
0.6580188679245284,0.4566929133858268,0.2078853046594982,0.2857142857142857,0.6717048718424761,0.2680342571912053,0.1235428660128362
0.6509433962264151,0.6440677966101694,0.23030303030303031,0.3392857142857143,0.6915370327374042,0.25045082233012345,0.11618154061553451
0.6886792452830188,0.6461538461538462,0.2781456953642384,0.3888888888888889,0.7333190486393828,0.38300131325401815,0.11532361416908553
0.6875,0.625,0.2542372881355932,0.3614457831325301,0.7117445054945055,0.2753558164300619,0.11492512482279404
0.6686320754716981,0.5539568345323741,0.26013513513513514,0.35402298850574715,0.6895921908453491,0.3306602449664377,0.12885801812272554
0.6733490566037735,0.5517241379310345,0.273972602739726,0.36613272311212813,0.6838573600824054,0.3170199795953267,0.13433946019674906
0.6615566037735849,0.5398230088495575,0.20608108108108109,0.2982885085574572,0.668400457528144,0.26663652751342315,0.11082444274918968
0.652122641509434,0.6614173228346457,0.25,0.36285097192224625,0.6991710987582863,0.25416086147724815,0.12434517849560559
0.6827830188679245,0.6190476190476191,0.2608695652173913,0.36705882352941177,0.7288726201468584,0.3134254974937175,0.11689687727617179
0.6403301886792453,0.5806451612903226,0.22153846153846155,0.3207126948775056,0.6417082516485475,0.22765220654422721,0.12632070065501008
0.6957547169811321,0.6590909090909091,0.29,0.4027777777777778,0.7237811071609955,0.33180058990835437,0.12096130280032656
0.6332547169811321,0.5901639344262295,0.21621621621621623,0.31648351648351647,0.6640699092263921,0.2695090425771063,0.11952865550754581
0.6544811320754716,0.6259541984732825,0.25153374233128833,0.3588621444201313,0.6889712223322367,0.28649211400125624,0.12474912674552191
0.6745283018867925,0.5594405594405595,0.27303754266211605,0.3669724770642202,0.6770123493527749,0.31564448584276794,0.13292160607395398
0.6686320754716981,0.6062992125984252,0.25,0.35402298850574715,0.6947590289077943,0.2773639443938205,0.12260900460631263
0.6851415094339622,0.6616541353383458,0.2838709677419355,0.3972911963882618,0.7220148272779852,0.3282744288948882,0.12164853419781861
0.6745283018867925,0.6307692307692307,0.2645161290322581,0.37272727272727274,0.6949325048210844,0.2869989990204845,0.12282888100610227
0.6438679245283019,0.6129032258064516,0.2818991097922849,0.3861788617886179,0.7110552529907368,0.3238703687423342,0.1409594715239326
0.6886792452830188,0.5967741935483871,0.2569444444444444,0.3592233009708738,0.7260403671359829,0.33195411475792835,0.11501746112992134
0.6544811320754716,0.5655172413793104,0.26282051282051283,0.3588621444201313,0.6877029479570315,0.2990643587836483,0.13618386961683496
0.6450471698113207,0.6013986013986014,0.2606060606060606,0.36363636363636365,0.6836085899915687,0.31475252601089687,0.13261059841773495
0.6462264150943396,0.5873015873015873,0.22981366459627328,0.33035714285714285,0.6616651277316097,0.26898588780588817,0.12283266292979791
0.6544811320754716,0.60431654676259,0.2608695652173913,0.3644251626898048,0.6965023185964627,0.2981701839592708,0.1302127328380573
0.6709905660377359,0.5636363636363636,0.21160409556313994,0.3076923076923077,0.6915742793791574,0.24339759618542484,0.11017387636843944
0.6556603773584906,0.5454545454545454,0.25573770491803277,0.3482142857142857,0.6739473292664782,0.3075931353545412,0.13321719572864393
0.6792452830188679,0.6183206106870229,0.26732673267326734,0.37327188940092165,0.7281292918968987,0.3335359867559976,0.11933230252141343
0.6757075471698113,0.5985401459854015,0.271523178807947,0.3735763097949886,0.7175664993275637,0.34710823377134215,0.12419932047035921
0.6568396226415094,0.6165413533834586,0.2546583850931677,0.36043956043956044,0.7014985014985016,0.29394077144558567,0.12528246983013952
0.6745283018867925,0.5950413223140496,0.2408026755852843,0.34285714285714286,0.6923846442415906,0.3261063686547891,0.11397775314189902
0.6367924528301887,0.5602836879432624,0.24307692307692308,0.33905579399141633,0.670829696951458,0.29377208533808935,0.13330258139719278
0.6438679245283019,0.5725806451612904,0.221875,0.31981981981981983,0.6902512921047942,0.2654824616438511,0.12015372285111062
0.6957547169811321,0.6402877697841727,0.2996632996632997,0.40825688073394495,0.7270854684376618,0.3973139124257618,0.12135400613908698
0.6650943396226415,0.6796875,0.2636363636363636,0.3799126637554585,0.7266601562499999,0.306942577483503,0.11919689510080815
0.6674528301886793,0.5833333333333334,0.23178807947019867,0.33175355450236965,0.6761217948717948,0.2509495861932083,0.11856922111617214
0.6839622641509434,0.7142857142857143,0.25316455696202533,0.37383177570093457,0.7376746894409938,0.2983966952531443,0.1068394332000568
0.6615566037735849,0.5454545454545454,0.20202020202020202,0.29484029484029484,0.6726779995072678,0.24217518100509022,0.11182984582078291
0.6698113207547169,0.5968992248062015,0.25245901639344265,0.3548387096774194,0.7035288029239577,0.2852948843840809,0.12302886667503476
